when,record_id,image_id,field,old_value,new_value,result
2026-09-03T13:16:44,receQts4br4xC0yhm,NYE-01342,Keywords,,"Firemen; Fire Department; Posed Group Portrait; Tonopah, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,receQts4br4xC0yhm,NYE-01342,Source URL,,https://nevadahistory.pastperfectonline.com/photo/98B6E1B6-2DF3-4787-A589-391779253536,ok
2026-09-03T13:16:44,recBsyFYBPUG9Dx4E,NYE-02123,Keywords,,"Fire Department; Street Scene; Crowds; Tonopah, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recBsyFYBPUG9Dx4E,NYE-02123,Source URL,,https://nevadahistory.pastperfectonline.com/photo/51CE4494-6574-4737-AA99-810420749052,ok
2026-09-03T13:16:44,recmTgfsnQzs357lk,ST-00406,Keywords,,Fire; Building Fire; Crowds; Postcard; Nevada Historical Society,ok
2026-09-03T13:16:44,recmTgfsnQzs357lk,ST-00406,Source URL,,https://nevadahistory.pastperfectonline.com/photo/8C3E07F5-EDD6-405B-81D3-524034901456,ok
2026-09-03T13:16:44,recusyPAsaP1Z3vf0,ST-02595,Keywords,,Fire; Mines; Headframes; Nevada Historical Society,ok
2026-09-03T13:16:44,recusyPAsaP1Z3vf0,ST-02595,Source URL,,https://nevadahistory.pastperfectonline.com/photo/F7FD07BD-5CCA-47F1-B19E-153435311958,ok
2026-09-03T13:16:44,rec62NqcQj2Hwlyhp,WA-12367,Keywords,,"Fire; Building Fire; Street Scene; Reno, NV; Postcard; Nevada Historical Society",ok
2026-09-03T13:16:44,recW6GmLfb5kKK60e,BIO-O-00038,Keywords,,Governor; Men; Nevada Historical Society,ok
2026-09-03T13:16:44,recTSdzRUjlYIO1XI,BIO-O-00056,Keywords,,Governor; Men; Crowds; Posed Group Portrait; Nevada Historical Society,ok
2026-09-03T13:16:44,recEpBxKvo7BpMQDs,CA-00138,Keywords,,"Outhouses / Privies; Building Exterior; Bodie, CA; Nevada Historical Society",ok
2026-09-03T13:16:44,rec5OxCJpHhFOcXmz,EF-01397,Keywords,,"Courthouse; Building Exterior; Pioche, NV; Lincoln County, NV; Postcard; Nevada Historical Society",ok
2026-09-03T13:16:44,recKnNezIOOBjWtGc,LN-00156,Keywords,,"Panorama; Courthouse; Pioche, NV; Lincoln County, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recd4aQqFxzkn9HG4,NYE-00715,Keywords,,Ranch; Farmhouse; Governor; Nevada Historical Society,ok
2026-09-03T13:16:44,recKDJKoxmmirOOqQ,NYE-01593,Keywords,,"Men; Building Exterior; Tonopah, NV; Governor; Nevada Historical Society",ok
2026-09-03T13:16:44,recprlGh7ueUQsRMK,NYE-01718,Keywords,,Mines; Headframes; Men; Posed Group Portrait; Governor; Nevada Historical Society,ok
2026-09-03T13:16:44,recXK1Z4zT9JoHZkN,NYE-01746,Keywords,,Mines; Men; Women; Governor; Nevada Historical Society,ok
2026-09-03T13:16:44,recez8Gf3jolz6LNU,smith0128,Keywords,,"Children; Building Interior; Tonopah, NV; Nevada Historical Society",ok
2026-09-03T13:17:07,recez8Gf3jolz6LNU,smith0128,Image ID,smith0128,SMITH-0128,ok
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Image ID,(new record),pho005494,created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Archive,(new record),UNLV Special Collections,created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Caption,(new record),"Cattle belonging to the United Cattle and Packing Company, Nevada: photographic print",created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Description,(new record),"From the Nye County, Nevada Photograph Collection (PH-00221) -- Series VII. Other areas in Nye County -- Subseries VII.H. Reed Family (Kawich Mountains, Nevada). One year, the company had one herd with 4,000 head in it. Dated 1920 to 1929 by the archive.",created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Collection,(new record),"Nye County, Nevada Photograph Collection",created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Archive Subjects,(new record),Cattle,created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Source URL,(new record),https://special.library.unlv.edu/ark:/62930/d1kh0j39m,created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Keywords,(new record),Ranch; UNLV Special Collections,created
2026-09-03T13:18:53,recpNPF2cVn1fastD,pho005494,Downloaded,(new record),True,created
2026-09-03T13:20:10,recpNPF2cVn1fastD,pho005494,Keywords,Ranch; UNLV Special Collections,Ranch; UNLV Special Collections; Cattle,ok
2026-09-03T13:20:10,recKDJKoxmmirOOqQ,NYE-01593,Keywords,"Men; Building Exterior; Tonopah, NV; Governor; Nevada Historical Society","Men; Building Exterior; Tonopah, NV; Governor; Nevada Historical Society; Saloons",ok
2026-09-03T13:20:10,recmTgfsnQzs357lk,ST-00406,Keywords,Fire; Building Fire; Crowds; Postcard; Nevada Historical Society,"Fire; Building Fire; Crowds; Postcard; Nevada Historical Society; Hotels; Virginia City, NV",ok
2026-09-03T13:20:10,reccCwX1Opz7VXFLq,ED-00039,Keywords,Fire; Building Fire; Grammar School; Nevada Historical Society,"Fire; Building Fire; Grammar School; Nevada Historical Society; Elko, NV",ok
2026-09-03T13:20:10,recgYvOLqtot8QyGu,ELKO-00920,Keywords,Fire; Building Fire; Grammar School; Nevada Historical Society,"Fire; Building Fire; Grammar School; Nevada Historical Society; Elko, NV",ok
2026-09-03T13:20:10,recHOwgrZuIWMWaWV,EF-01708,Keywords,Fire; Building Fire; Nevada Historical Society,"Fire; Building Fire; Nevada Historical Society; Fallon, NV",ok
2026-09-03T13:20:10,recusyPAsaP1Z3vf0,ST-02595,Keywords,Fire; Mines; Headframes; Nevada Historical Society,"Fire; Mines; Headframes; Nevada Historical Society; Gold Hill, NV",ok
2026-09-03T13:20:10,recez8Gf3jolz6LNU,SMITH-0128,Keywords,"Children; Building Interior; Tonopah, NV; Nevada Historical Society","Children; Building Interior; Tonopah, NV; Nevada Historical Society; Christmas",ok
2026-09-03T13:20:12,recpNPF2cVn1fastD,pho005494,Metadata Attached,False,True,ok
2026-09-03T13:23:54,rechuUiKntqnk6f63,pho019828odd,Image ID,pho019828odd,pho019828,ok
2026-09-03T13:23:54,recGHga9csJr1GnpZ,CHS-5711/CHS-5712,Image ID,CHS-5711/CHS-5712,CHS-5712,ok
2026-09-03T13:23:57,recPOHZ0wmomJkTYN,CHS-5711,Description,,"California Historical Society Collection (USC Digital Library). Recovered 2026-09-03 from the composite Image ID 'CHS-5711/CHS-5712', which had hidden this as a second photo; its own permalink and a different camera angle confirm it is distinct from CHS-5712.",ok
2026-09-03T13:23:57,recPOHZ0wmomJkTYN,CHS-5711,Collection,,California Historical Society Collection,ok
2026-09-03T13:23:57,recPOHZ0wmomJkTYN,CHS-5711,Keywords,Union League Club; Downtown; Panorama,"Union League Club; Downtown; Panorama; Los Angeles, CA; USC Digital Library",ok
2026-09-03T13:23:57,recPOHZ0wmomJkTYN,CHS-5711,Downloaded,False,True,ok
2026-09-03T13:23:57,recPOHZ0wmomJkTYN,CHS-5711,In Lightroom,True,False,ok
2026-09-03T13:23:57,recPOHZ0wmomJkTYN,CHS-5711,Metadata Attached,True,False,ok
2026-09-03T13:24:59,recPOHZ0wmomJkTYN,CHS-5711,Downloaded,True,False,ok
2026-09-03T13:24:59,recPOHZ0wmomJkTYN,CHS-5711,In Lightroom,False,True,ok
2026-09-03T13:24:59,recPOHZ0wmomJkTYN,CHS-5711,Metadata Attached,False,True,ok
2026-09-03T14:32:54,recyTuMJ5guZTbWEd,438930,Keywords,,Railroads; Denver & Rio Grande Railroad; Railroad Car Interior; Men,ok
2026-09-03T14:32:54,reczEWv0MsPksoi8p,439952,Keywords,,"Railroads; Union Pacific Railroad; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Train Station; Railroad Depot; Steam Locomotive; Salt Lake City, UT",ok
2026-09-03T14:32:54,recWeZvpghmVriTWq,439954,Keywords,,"Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Trains; Steam Locomotive",ok
2026-09-03T14:32:54,recY1HvgFhrylwsdH,439955,Keywords,,"Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Trains; Steam Locomotive; Railroad Workers",ok
2026-09-03T14:32:54,recPJvOq0QrwtOguA,439958,Keywords,,"Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Dining Car; Railroad Car Interior; Railroad Workers",ok
2026-09-03T14:32:54,recAr3GgxkxgJWMbX,439960,Keywords,,"Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Ticket Office",ok
2026-09-03T14:32:54,recU2Deuxm8ajdLq9,443053,Keywords,,Railroads; Railroad Depot; Train Station; Crowd at Train Station; Travelers,ok
2026-09-03T14:32:54,recGYIpinCNa5DG5Y,443526,Keywords,,"Railroads; Denver & Rio Grande Railroad; Ticket Office; Ticket Counter; Train Station; Building Interior; Salt Lake City, UT",ok
2026-09-03T14:32:54,recdSznCBQxP618Yy,443527,Keywords,,"Railroads; Denver & Rio Grande Railroad; Ticket Office; Train Station; Salt Lake City, UT",ok
2026-09-03T14:32:54,recHYUM4fnuSs0IYc,451412,Keywords,,"Stagecoach; Railroads; Ely, NV",ok
2026-09-03T14:35:05,recyTuMJ5guZTbWEd,438930,Keywords,Railroads; Denver & Rio Grande Railroad; Railroad Car Interior; Men,Railroads; Denver & Rio Grande Railroad; Railroad Car Interior; Railroad Car; Trains; Men; Travelers,ok
2026-09-03T14:35:05,recUG0QaeNHc43ayx,439106,Keywords,"San Pedro, Los Angeles and Salt Lake dining car with waiters, May, 1905. Shipler Photog. # 1525.","Railroads; Railroad Shops; Railroad Construction; Construction Workers; Pocatello, ID; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Building Exterior",ok
2026-09-03T14:35:05,recWeZvpghmVriTWq,439954,Keywords,"Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Trains; Steam Locomotive","Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Trains; Steam Locomotive; Railroad Car Exterior; Railroad Yard; Salt Lake City, UT",ok
2026-09-03T14:35:05,recIPhWTD4xsErFBy,439956,Keywords,"San Pedro, Los Angeles and Salt Lake train (1st to L.A.) dining car","Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Dining Car; Railroad Car Interior; Railroad Car; Trains; Railroad Workers",ok
2026-09-03T14:35:05,recCA73gOZE4yXcaj,439957,Keywords,"San Pedro, Los Angeles and Salt Lake dining car, June, 1905","Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Dining Car; Railroad Car Interior; Railroad Car; Trains; Building Interior",ok
2026-09-03T14:35:05,recAr3GgxkxgJWMbX,439960,Keywords,"Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Ticket Office","Railroads; San Pedro, Los Angeles & Salt Lake Railroad (SP, LA & SL); Ticket Office; Ticket Counter; Building Interior; Train Station; Railroad Depot",ok
2026-09-03T14:35:05,reck2SsbdmiMSns1D,440273,Keywords,"Union Pacific Railroad 22256 Los Angeles Limited. Awaiting for arrival, Dec. 19, 1905. Shipler Photograph #2004","Railroads; Union Pacific Railroad; Los Angeles Limited (train); Trains; Steam Locomotive; Travelers; Crowd at Train Station; Salt Lake City, UT",ok
2026-09-03T14:35:05,recpSwxCjHWAagoq8,440274,Keywords,"Trains; Los Angeles, CA; Steam / Smoke","Railroads; Union Pacific Railroad; Los Angeles Limited (train); Trains; Steam Locomotive; Steam / Smoke; Los Angeles, CA; Salt Lake City, UT",ok
2026-09-03T14:35:05,recQEziOK6i9qeFxa,443582,Keywords,First trains out of Salt Lake at the new Denver & Rio Grande Western,"Railroads; Denver & Rio Grande Railroad; Railroad Depot; Train Station; Trains; Travelers; Crowds; Salt Lake City, UT",ok
2026-09-03T14:35:05,reci1IIQdA8rRj54k,443583,Keywords,First trains out of the new Denver & Rio Grande Western Railroad Depot,"Railroads; Denver & Rio Grande Railroad; Railroad Depot; Train Station; Trains; Travelers; Crowd at Train Station; Salt Lake City, UT",ok
2026-09-03T14:35:05,recrYEXoRwGdQiE4T,443585,Keywords,Western Pacific Railroad opening at the new Denver & Rio Grande Western Railroad Depot.,"Railroads; Denver & Rio Grande Railroad; Western Pacific Railroad; Railroad Depot; Train Station; Railroad Officials; Crowds; Salt Lake City, UT",ok
2026-09-03T14:35:05,recHYUM4fnuSs0IYc,451412,Keywords,"Stagecoach; Railroads; Ely, NV","Stagecoach; Railroads; Horses; Horse-Drawn Wagon; Crowds; Ely, NV; Trains",ok
2026-09-03T14:35:05,rechLoLrLLTLcetzK,454760,Keywords,Freight Hauling; Freight Wagons,Freight Hauling; Freight Wagons; Horse-Drawn Wagon; Horses; Men; Railroads; Railroad Tracks; Workers,ok
2026-09-03T14:35:05,recXHV6Y9vNSCUPoF,454981,Keywords,Men; Trains,Railroads; Trains; Steam Locomotive; Railroad Tracks; Men; Copper Mining; Mines; Mine Buildings,ok
2026-09-03T14:35:05,reciWITnCuc5oU4AX,455389,Keywords,"Taken at the old main entrance of Lagoon, Summer 1909. Electrical cable crew of Bamberger Electric",Railroads; Bamberger Railroad; Railroad Construction; Cable Gang; Construction Workers; Men; Utility Poles; Workers,ok
2026-09-03T14:35:05,recNrkIAoebPeUU3C,455431,Keywords,"Bamberger Line property, April 21, 1907. Shipler Commercial Photography #2814.",Railroads; Bamberger Railroad; Railroad Construction; Railroad Tracks; Construction Workers; Men; Horses; Landscape,ok
2026-09-03T14:35:05,recy5tHpQkMHt4UcO,455806,Keywords,"Castle Gate, Utah","Railroads; Denver & Rio Grande Railroad; Railroad Tracks; Trains; Railroad Car; Travelers; Men; Castle Gate, UT; Mountains",ok
2026-09-03T14:35:05,recW6GmLfb5kKK60e,BIO-O-00038,Keywords,Governor; Men; Nevada Historical Society,Solo Portrait; Senator; Governor; Men; People; Nevada Historical Society; Black & White Photograph,ok
2026-09-03T14:35:05,recEpBxKvo7BpMQDs,CA-00138,Keywords,"Outhouses / Privies; Building Exterior; Bodie, CA; Nevada Historical Society","Outhouses / Privies; Sheds & Outbuildings; Houses; Building Exterior; Bodie, CA; Mining Town; Nevada Historical Society",ok
2026-09-03T14:35:05,recHOwgrZuIWMWaWV,EF-01708,Keywords,"Fire; Building Fire; Nevada Historical Society; Fallon, NV","Fire; Building Fire; Ruins from Fire; Fallon, NV; Churchill County, NV; Building Exterior; Nevada Historical Society; Postcard",ok
2026-09-03T14:35:05,rec1EIXWJJOEA4r53,EF-01925,Keywords,"Fire; Ruins from Fire; Goldfield, NV; Nevada Historical Society","Fire; Ruins from Fire; Building Fire; Goldfield, NV; Esmeralda County, NV; Mining Town; Nevada Historical Society; Postcard",ok
2026-09-03T14:35:05,recXDT0RhYRMkt68h,ESM-01119,Keywords,"Fire; Goldfield, NV; Steam / Smoke; Nevada Historical Society","Fire; Building Fire; Steam / Smoke; Goldfield, NV; Esmeralda County, NV; Mining Town; Crowds; Nevada Historical Society",ok
2026-09-03T14:35:05,recd4aQqFxzkn9HG4,NYE-00715,Keywords,Ranch; Farmhouse; Governor; Nevada Historical Society,"Ranch; Farmhouse; Houses; Senator; Governor; Men; Nye County, NV; Nevada Historical Society",ok
2026-09-03T14:35:05,recqhgDPoImYJIHWI,NYE-01337,Keywords,"Fire Department; Horses; Tonopah, NV; Nevada Historical Society","Fire Department; Horses; Fire Wagon; Tonopah, NV; Nye County, NV; Mining Town; Nevada Historical Society",ok
2026-09-03T14:35:05,recpNPF2cVn1fastD,pho005494,Keywords,Ranch; UNLV Special Collections; Cattle,"Cattle; Livestock; Ranch; Nye County, NV; Landscape; Desert; UNLV Special Collections; Black & White Photograph",ok
2026-09-03T14:53:37,recJJSDNVD4hGvMCz,CL-00560,In Lightroom,False,True,ok
2026-09-03T14:53:37,reccCwX1Opz7VXFLq,ED-00039,In Lightroom,False,True,ok
2026-09-03T14:53:37,recHOwgrZuIWMWaWV,EF-01708,In Lightroom,False,True,ok
2026-09-03T14:53:37,rec1EIXWJJOEA4r53,EF-01925,In Lightroom,False,True,ok
2026-09-03T14:53:37,recgYvOLqtot8QyGu,ELKO-00920,In Lightroom,False,True,ok
2026-09-03T14:53:37,rec28if2R44Dbw25C,ESM-00999,In Lightroom,False,True,ok
2026-09-03T14:53:37,recXDT0RhYRMkt68h,ESM-01119,In Lightroom,False,True,ok
2026-09-03T14:53:37,recLKQs2QI4EgiPRH,ESM-01312,In Lightroom,False,True,ok
2026-09-03T14:53:37,recJ0VEIQKyWH2Nee,ESM-01565,In Lightroom,False,True,ok
2026-09-03T14:53:37,recqhgDPoImYJIHWI,NYE-01337,In Lightroom,False,True,ok
2026-09-03T14:53:37,receQts4br4xC0yhm,NYE-01342,In Lightroom,False,True,ok
2026-09-03T14:53:37,recBsyFYBPUG9Dx4E,NYE-02123,In Lightroom,False,True,ok
2026-09-03T14:53:37,recmTgfsnQzs357lk,ST-00406,In Lightroom,False,True,ok
2026-09-03T14:53:37,recusyPAsaP1Z3vf0,ST-02595,In Lightroom,False,True,ok
2026-09-03T14:53:37,rec62NqcQj2Hwlyhp,WA-12367,In Lightroom,False,True,ok
2026-09-03T14:53:37,recW6GmLfb5kKK60e,BIO-O-00038,In Lightroom,False,True,ok
2026-09-03T14:53:37,recTSdzRUjlYIO1XI,BIO-O-00056,In Lightroom,False,True,ok
2026-09-03T14:53:37,recEpBxKvo7BpMQDs,CA-00138,In Lightroom,False,True,ok
2026-09-03T14:53:37,rec5OxCJpHhFOcXmz,EF-01397,In Lightroom,False,True,ok
2026-09-03T14:53:37,recKnNezIOOBjWtGc,LN-00156,In Lightroom,False,True,ok
2026-09-03T14:53:37,recd4aQqFxzkn9HG4,NYE-00715,In Lightroom,False,True,ok
2026-09-03T14:53:37,recKDJKoxmmirOOqQ,NYE-01593,In Lightroom,False,True,ok
2026-09-03T14:53:37,recprlGh7ueUQsRMK,NYE-01718,In Lightroom,False,True,ok
2026-09-03T14:53:37,recXK1Z4zT9JoHZkN,NYE-01746,In Lightroom,False,True,ok
2026-09-03T14:53:37,recez8Gf3jolz6LNU,SMITH-0128,In Lightroom,False,True,ok
2026-09-03T14:53:37,recpNPF2cVn1fastD,pho005494,In Lightroom,False,True,ok
2026-09-03T15:22:42,recy5tHpQkMHt4UcO,455806,Image ID,455806,16322,ok
2026-09-03T15:22:42,recXHV6Y9vNSCUPoF,454981,Image ID,454981,17638,ok
2026-09-03T15:22:42,rechLoLrLLTLcetzK,454760,Image ID,454760,18498,ok
2026-09-03T15:22:42,recUG0QaeNHc43ayx,439106,Image ID,439106,21339,ok
2026-09-03T15:22:42,reck2SsbdmiMSns1D,440273,Image ID,440273,22256,ok
2026-09-03T15:22:42,recpSwxCjHWAagoq8,440274,Image ID,440274,22257,ok
2026-09-03T15:22:42,recWeZvpghmVriTWq,439954,Image ID,439954,22582,ok
2026-09-03T15:22:42,recY1HvgFhrylwsdH,439955,Image ID,439955,22583,ok
2026-09-03T15:22:42,recIPhWTD4xsErFBy,439956,Image ID,439956,22584,ok
2026-09-03T15:22:42,recCA73gOZE4yXcaj,439957,Image ID,439957,22585,ok
2026-09-03T15:22:42,recPJvOq0QrwtOguA,439958,Image ID,439958,22586,ok
2026-09-03T15:22:42,recU2Deuxm8ajdLq9,443053,Image ID,443053,22587,ok
2026-09-03T15:22:42,recdSznCBQxP618Yy,443527,Image ID,443527,23302,ok
2026-09-03T15:22:42,recGYIpinCNa5DG5Y,443526,Image ID,443526,23501,ok
2026-09-03T15:22:42,recAr3GgxkxgJWMbX,439960,Image ID,439960,25049,ok
2026-09-03T15:22:42,recHYUM4fnuSs0IYc,451412,Image ID,451412,27082,ok
2026-09-03T15:22:42,recNrkIAoebPeUU3C,455431,Image ID,455431,27871,ok
2026-09-03T15:22:42,recyTuMJ5guZTbWEd,438930,Image ID,438930,29430,ok
2026-09-03T15:22:42,recQEziOK6i9qeFxa,443582,Image ID,443582,29902,ok
2026-09-03T15:22:42,reci1IIQdA8rRj54k,443583,Image ID,443583,29903,ok
2026-09-03T15:22:42,recWlHEYCvCHjKwLK,443584,Image ID,443584,29904,ok
2026-09-03T15:22:42,recrYEXoRwGdQiE4T,443585,Image ID,443585,29905,ok
2026-09-03T15:22:42,reciWITnCuc5oU4AX,455389,Image ID,455389,511,ok
2026-09-03T15:22:42,reczEWv0MsPksoi8p,439952,Image ID,439952,750,ok
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Image ID,(new record),pho005457,created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Archive,(new record),UNLV Special Collections,created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Caption,(new record),"Working cattle on the United Cattle and Packing Company ranch, Nevada: photographic print",created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Description,(new record),"From the Nye County, Nevada Photograph Collection (PH-00221) -- Series VII. Other areas in Nye County -- Subseries VII.H. Reed Family (Kawich Mountains, Nevada). One cowboy pulls the calf's feet up on the hocks while another cowboy grasps the head, pinning down the calf. O.K. Reed is standing, second from left. A calf is being brought in by the rider on the horse at center rear; the calf's mother follows close behind. Dated 1920 by the archive.",created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Collection,(new record),"Nye County, Nevada Photograph Collection",created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Archive Subjects,(new record),Cattle; Ranches,created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Source URL,(new record),https://special.library.unlv.edu/ark:/62930/d1c24ts4n,created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Keywords,(new record),"Cattle; Livestock; Cowboys; Ranch; Horses; Nye County, NV; UNLV Special Collections; Black & White Photograph",created
2026-09-03T15:31:32,rece16cxo7Q0wcdHF,pho005457,Downloaded,(new record),True,created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Image ID,(new record),pho005598,created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Archive,(new record),UNLV Special Collections,created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Caption,(new record),Branding cattle on the Holstead Ranch: photographic print,created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Description,(new record),"From the Nye County, Nevada Photograph Collection (PH-00221) -- Series VII. Other areas in Nye County -- Subseries VII.E. Hawkins Family (Duckwater, Nevada). On the back of this photo is written: ""Around 1912 or 1911."". Branding cattle on the Holstead ranch, located about 4 miles north of the Irwin ranch, Duck Water, Nevada. Frank Roberts, dressed in a white shirt, is holding down the cow. Frank Vanover is branding the cow and Abe Collins is riding the white horse. Rider on the left is not identified. Dated 1912 (approximate) by the archive.",created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Collection,(new record),"Nye County, Nevada Photograph Collection",created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Archive Subjects,(new record),Cattle; Ranches,created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Source URL,(new record),https://special.library.unlv.edu/ark:/62930/d1125tf2g,created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Keywords,(new record),"Cattle Branding; Cattle; Cowboys; Ranch; Horses; Men; Duckwater, NV; Nye County, NV; UNLV Special Collections",created
2026-09-03T15:31:32,recENI5Qai4cd4BgV,pho005598,Downloaded,(new record),True,created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Image ID,(new record),snv002555,created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Archive,(new record),UNLV Special Collections,created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Caption,(new record),"Photograph of horses and cattle on the Las Vegas Ranch, Las Vegas (Nev.), 1900-1925",created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Description,(new record),"Date estimated between 1900-1905. Site Name: Las Vegas Ranch (Las Vegas, Nev.). Helen J. Stewart Photographs.",created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Collection,(new record),Helen J. Stewart Photographs,created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Archive Subjects,(new record),Buildings; Cattle; Horses; Men; Ranches; Trees,created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Source URL,(new record),https://special.library.unlv.edu/ark:/62930/d1m32nq9v,created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Keywords,(new record),"Cattle; Horses; Livestock; Ranch; Men; Trees; Las Vegas, NV; Clark County, NV; UNLV Special Collections",created
2026-09-03T15:31:32,recY5n2iWZo1v1E0l,snv002555,Downloaded,(new record),True,created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Image ID,(new record),pho017901,created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Archive,(new record),UNLV Special Collections,created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Caption,(new record),"Film transparency of cattle, Warm Springs, 1954",created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Description,(new record),"A herd of cattle in the desert near Warm Springs, Nevada. Anita Freeman Photograph Collection on Southern Nevada. Dated 1954 by the archive -- well outside the documentary's period.",created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Collection,(new record),Anita Freeman Photograph Collection on Southern Nevada,created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Archive Subjects,(new record),Cattle; Deserts; Livestock; Mountains,created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Source URL,(new record),https://special.library.unlv.edu/ark:/62930/d1rf5kk0q,created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Keywords,(new record),"Cattle; Livestock; Desert; Mountains; Landscape; Warm Springs, NV; Nye County, NV; UNLV Special Collections",created
2026-09-03T15:31:32,recMX8QOcMf5y6ZkN,pho017901,Downloaded,(new record),True,created
2026-09-03T15:36:12,recgfAnzeqkXas3AD,455340,Image ID,455340,523,ok
2026-09-03T15:36:12,recXldNQ7NSuUuj4h,455533,Image ID,455533,573,ok
2026-09-03T15:45:16,recFkQ3U70itojvsB,17527202,Keywords,,"Telephone & Telegraph; Building Exterior; Street Scene; Goldfield, NV; Esmeralda County, NV; Mining Town; Signage",ok
2026-09-03T15:45:16,recIi8besG2QDgLXa,177247046,Keywords,,Governor Dickerson; Governor; Solo Portrait; Men; People; Black & White Photograph,ok
2026-09-03T15:45:16,reck2OiCI2S9M4NlP,82003220,Keywords,,"Boarding House; Building Exterior; Houses; Tonopah, NV; Nye County, NV; Mining Town",ok
2026-09-03T15:45:16,recsorCG5QmeLGMsw,83001121,Keywords,,"Boarding House; Building Exterior; Houses; Reno, NV; Washoe County, NV; Residential Street",ok
2026-09-03T15:45:16,recmPqdiOA8rjVTo1,8473926,Keywords,,"Street Scene; Downtown; Building Exterior; Signage; Goldfield, NV; Esmeralda County, NV; Mining Town",ok
2026-09-03T15:45:16,recLQoZTQiIRgMIJl,AAB-6092,Keywords,,"Street Scene; Downtown; City View; Building Exterior; San Francisco, CA; Crowds; Signage",ok
2026-09-03T15:45:16,recOL1jak6USZFOjk,ESM-01420,Keywords,Horses; Horse & Buggy,"Horse & Buggy; Horses; Horse-Drawn Wagon; Road; Landscape; Esmeralda County, NV; Nevada Historical Society",ok
2026-09-03T15:45:16,recfdkLfMTKgAftEw,pho019885,Keywords,Men; Ranch; Della McGriff; McGriff Family,"Ranch; Della McGriff; McGriff Family; Well; Men; Women; Las Vegas, NV; Clark County, NV",ok
