Image ID,Sequence,Category,Script Page,Archive,Caption,Source URL,Keywords,Downloaded,In Lightroom,Metadata Attached
pho008436,119,Urban & Street Scenes,"P.58 — New WorkFlow (Fremont St, 1912-1919)",UNLV Special Collections,"Photograph of Fremont Street, Las Vegas, Nevada, circa 1912-1919 [Bill Willard Photograph Collection]",http://n2t.net/ark:/62930/d14x54h2n,,true,true,true
hln001314,120,Uncategorized,P.66 — New WorkFlow (tax-paying symbol / office desk),UNLV Special Collections,Bracken in office (1908-05),https://special.library.unlv.edu/ark:/62930/d1r788q1b,,true,true,true
pho013039,121,Uncategorized,"P.66 — New WorkFlow (tax-paying symbol, office interior)",UNLV Special Collections,"Interior view of the County Clerk's office in Las Vegas, Nevada, 1914-1916 [Elbert Edwards Photograph Collection]",http://n2t.net/ark:/62930/d1qz22j94,,true,true,true
pho023832,122,"Maps, Newspapers & Documents","P.67, P.97-101",UNLV Special Collections,"Postcard of Lincoln County Courthouse, Pioche (Nev.), 1930s [James Hulse Photograph Collection on Pioche, Nevada (PH-00133)]",http://n2t.net/ark:/62930/d12f7jx48,,true,true,true
pho019916,123,Commerce & Buildings,P.71-77,UNLV Special Collections,"Pioche, Nevada, 1906 (street scene, Bank of Pioche)",http://n2t.net/ark:/62930/d17p8tj02,"Banks; Pioche, NV",true,true,true
pho006889,124,Commerce & Buildings,"P.71 — New WorkFlow (Las Vegas construction, 1905-1915)",UNLV Special Collections,"Exterior view of a bank building under construction, Las Vegas, circa 1905 -- second Squires photo album page 5 image 2 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1bc3sx2g,,true,true,true
pho006892,125,Events & Disasters,"P.71 — New WorkFlow (Las Vegas construction/substantial buildings, 1905-1915)",UNLV Special Collections,"Exterior view of the First State Bank, Las Vegas, 1905 -- second Squires photo album page 16 image 1 [Charles P. Squires Photograph Collection]. CORRECTED 2026-08-27: previous title on this row (""Clark's Forwarding (barrels)"") did not match this item's actual UNLV record -- confirmed via item page. If Clark's Forwarding was a separate needed image, it may still need re-identifying.",https://special.library.unlv.edu/ark:/62930/d1z60c221,,true,true,true
CH-00740,126,Horses & Animals,P.71-77,Nevada Historical Society,On the way somewhere with a horse and buggy,https://nevadahistory.pastperfectonline.com/photo/1542E8D7-33D9-4AFC-8177-601402307910,Horses; Horse & Buggy,true,true,true
ESM-01420,127,Horses & Animals,P.71-77,Nevada Historical Society,On the way somewhere with a horse and buggy,https://nevadahistory.pastperfectonline.com/photo/CF5CE2EF-8060-4F99-A419-115366004210,Horses; Horse & Buggy,true,,true
pho006890,128,Horses & Animals,"P.71 — New WorkFlow (Las Vegas construction, 1905-1915)",UNLV Special Collections,"Exterior view of the Las Vegas Trading Company, advertising lumber, lime, cement, etc., with a horse coach in front, 1905 -- second Squires photo album page 9 image 4 [Charles P. Squires Photograph Collection]. CORRECTED 2026-08-27: previous title on this row (""Las Vegas Trading Co. / Thomas building"") was close but imprecise -- confirmed exact title/details via UNLV item page.",https://special.library.unlv.edu/ark:/62930/d16q1sh0k,,true,true,
CH-00090,129,People & Crowds,P.71-77,Nevada Historical Society,"Family with buggy and house, en route to Pioche",https://nevadahistory.pastperfectonline.com/photo/B79044F6-00C2-48EF-8802-623642261290,"Families; Horse & Buggy; Pioche, NV",true,true,true
snv000636,130,Uncategorized,P.71-77,UNLV Special Collections,"Photograph of pedestrians in front of the Charles D. Marriage Assay office, Pioche (Nev.), 1907 [Lincoln County Museum Photograph Collection]",http://n2t.net/ark:/62930/d1416td1h,,true,true,true
Pho023008,131,Urban & Street Scenes,P.71-77,UNLV Special Collections,"Pioche panorama, distant",https://special.library.unlv.edu/ark%3A/62930/d14j0b341,"Panorama; Pioche, NV",true,true,
pho014336,132,Urban & Street Scenes,"P.71 — New WorkFlow (Las Vegas construction, 1905-1915)",UNLV Special Collections,Street construction (1909 to 1910),https://special.library.unlv.edu/ark:/62930/d1gt5fh7v,,true,true,true
pho023834,133,Government & Politics,Rough Cut p.72 — New WorkFlow (Lincoln County Courthouse interior),UNLV Special Collections,"Photograph of interior of courthouse, Pioche (Nev.), 1905-1951 [James Hulse Photograph Collection on Pioche, Nevada]",http://n2t.net/ark:/62930/d1sx64g4f,,true,true,true
pho023019,134,Horses & Animals,"Rough Cut p.72 — New WorkFlow (Pioche variety - child on horseback, 1907)",UNLV Special Collections,"Photograph of a girl on a horse, Pioche (Nev.), 1907 [Lincoln County Museum Photograph Collection]",http://n2t.net/ark:/62930/d1q814z2p,,true,true,true
Pho023927,135,Landscape & Terrain,P.72,UNLV Special Collections,Panorama of mountains and Pioche in the distance,https://special.library.unlv.edu/ark%3A/62930/d1sj19x4n,"Mountains; Panorama; Pioche, NV",true,true,
Pho023916,136,Uncategorized,P.72,UNLV Special Collections,Pioche,https://special.library.unlv.edu/ark%3A/62930/d16q1sp4r,"Pioche, NV",true,true,
Pho023372,137,Landscape & Terrain,P.73,UNLV Special Collections,"Photograph of Pioche, dirt roads",https://special.library.unlv.edu/ark%3A/62930/d1c53f65m,"Road; Pioche, NV",true,true,
Pho023917,138,Uncategorized,P.73,UNLV Special Collections,Pioche,https://special.library.unlv.edu/ark%3A/62930/d12z12w00,"Pioche, NV",true,true,
pho023919,139,Uncategorized,P.73 — New WorkFlow (Pioche government/office buildings),UNLV Special Collections,"Small building used as T.J. Osborne's Law Office, Pioche Hills, 1899-1901 [Thomas J. Osborne Photograph Collection]",http://n2t.net/ark:/62930/d1th8bt2c,,true,true,true
Snv000951,140,Horses & Animals,P.74,UNLV Special Collections,Pioche with wagon and horses,https://special.library.unlv.edu/ark%3A/62930/d1fx74c3w,"Horses; Pioche, NV",true,true,
Pho017849,141,Uncategorized,P.74,UNLV Special Collections,On the way to Caliente,https://special.library.unlv.edu/ark%3A/62930/d1gb1xm27,"Caliente, NV",true,true,
pho009800,142,Trains & Railroads — General,P.75,UNLV Special Collections,"Caliente Railroad Depot exterior, circa 1960s-1970s (CAUTION: too late for 1911 era)",https://special.library.unlv.edu/ark%3A/62930/d1tm7223b,,true,true,true
snv000705,143,Uncategorized,"P.75 — New WorkFlow (Caliente train depot, people in shot)",UNLV Special Collections,"Samuel Newhouse's party waiting in Caliente for private car to Salt Lake, 1906 [Lincoln County Museum Photograph Collection]",http://n2t.net/ark:/62930/d1b853x99,,true,true,true
pho023812-001,144,"Maps, Newspapers & Documents",P.84-85,Western Mining History,"Postcard of Searchlight, NV, 1907 (front) - low priority",https://westernmininghistory.com/gallery-image/41441/,"Searchlight, NV; Postcard",true,true,true
pho009778,145,Mining,P.84-85,UNLV Special Collections,Searchlight mine,https://special.library.unlv.edu/ark%3A/62930/d1p26q47w,"Mines; Searchlight, NV",true,true,true
pho031101,146,Mining,P.84-85,UNLV Special Collections,Quartette mine (1900 to 1940),https://special.library.unlv.edu/ark:/62930/d1sx64n36,,true,true,true
snv002133,147,Mining,P.84-85,UNLV Special Collections,"Photograph of miners inside the Techatticup Mine (Nev.), 1900-1925 [UNLV Special Collections]",http://n2t.net/ark:/62930/d1513v946,,true,,true
NEEDS-ID-13,148,Mining,P.84-85,Western Mining History,Searchlight/mining images - low priority,https://westernmininghistory.com/gallery-image/41440/,,,,
NEEDS-ID-14,149,Mining,P.84-85,Western Mining History,Searchlight/mining images - low priority,https://westernmininghistory.com/gallery-image/41444/,,,,
NEEDS-ID-15,150,Mining,P.84-85,Western Mining History,Searchlight/mining images - low priority,https://westernmininghistory.com/gallery-image/41446/,,,,
pho016862,151,Mining,P.85,UNLV Special Collections,Techatticup Mine,https://special.library.unlv.edu/ark%3A/62930/d17p8th0m,Mines,true,true,true
NEEDS-ID-08,152,Commerce & Buildings,P.87-90,Chicago History Museum,"Banks in Chicago, LaSalle Street",https://images.chicagohistory.org/search/?searchQuery=bank+lasalle+1910,,,,
DN-0008569,153,Commerce & Buildings,P.87-90,Chicago History Museum,"Five men with two carts holding bags at the entrance to the Union Trust Bank vault, Tribune Building (Madison & Dearborn), Chicago, 1910",https://images.chicagohistory.org/asset/704/,,true,true,true
NEEDS-ID-09,154,Urban & Street Scenes,P.87-90,Chicago History Museum,Chicago street scene,https://images.chicagohistory.org/asset/31985/,,,,
hln000496,155,Horses & Animals,P.90-92,UNLV Special Collections,"Grading for a rail line, 1906, Kiel Ranch (horses, equipment)",https://special.library.unlv.edu/ark%3A/62930/d1ft8hj31,"Horses; Railroad Tracks; Grading for Rail Line; Ranch; Kiel Ranch, NV",true,true,
21339,156,People & Crowds,P.90-92,Utah Historical Society,"RR shops construction, 1905, foundation/workers/tracks, Idaho",https://collections.lib.utah.edu/ark:/87278/s6pk0qgj,"San Pedro, Los Angeles and Salt Lake dining car with waiters, May, 1905. Shipler Photog. # 1525.",true,true,true
NEEDS-ID-11,157,Trains & Railroads — General,P.90,Union Pacific Railroad Museum,"Railroad office, 1905",https://unionpacific.canto.com/v/UnionPacificCollection/library?keyword=nevada,,,,
22586,158,Trains & Railroads — General,P.90-92,Utah Historical Society,SP LA SL Railroad cooks pose outside rail car,https://collections.lib.utah.edu/ark:/87278/s6mc97gg,,true,true,true
523,159,Trains & Railroads — General,P.90-92,Utah Historical Society,"Workmen on tracks, 1900",https://collections.lib.utah.edu/ark:/87278/s68d1c1h,"Central Pacific Railroad grade and bridge over Bear River at Corinne, looking east.",true,true,true
27871,160,Trains & Railroads — General,P.90-92,Utah Historical Society,"Bamberger Line property, April 21, 1907 (Bamberger Railroad P.15)",https://collections.lib.utah.edu/ark:/87278/s6bg44vt,"Bamberger Line property, April 21, 1907. Shipler Commercial Photography #2814.",true,true,true
511,161,Trains & Railroads — General,P.90-92,Utah Historical Society,"Bamberger Railroad -- Cable Gang, Lagoon, Summer 1909 (Bamberger Railroad P.1)",https://collections.lib.utah.edu/ark:/87278/s6418cwb,"Taken at the old main entrance of Lagoon, Summer 1909. Electrical cable crew of Bamberger Electric",true,true,true
22584,162,Trains & Railroads — Stations & Travel,P.90-92,Utah Historical Society,Empty dining car,https://collections.lib.utah.edu/ark:/87278/s6vx0qzt,"San Pedro, Los Angeles and Salt Lake train (1st to L.A.) dining car",true,true,true
pan.6a13942,163,Uncategorized,"P.90-92, P.163",Library of Congress,"Wide shot of Las Vegas, 1910, RR machine shops in progress",https://www.loc.gov/pictures/resource/pan.6a13942/,,true,true,true
snv002556,164,Trains & Railroads — General,"P.91 — New WorkFlow (machine shop expansion interior, exact match)",UNLV Special Collections,"Interior of San Pedro, Los Angeles and Salt Lake Railroad machine shop in Las Vegas, Nevada, estimated 1909-1910 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1gb1xx5q,,true,true,true
pho013522,165,Trains & Railroads — General,P.91,UNLV Special Collections,"Railroad machine shops, Las Vegas, circa early 1900s",https://special.library.unlv.edu/ark:/62930/d1g15td0r,,true,true,true
pho023833,166,Government & Politics,"P.100 — New WorkFlow (Pioche's grand courthouse, exterior)",UNLV Special Collections,"EXTERIOR view (front facade) of Lincoln County Courthouse, Pioche, Nevada, 1905-1951 -- winter scene, snow, bare trees, ""POST NO BILLS"" signage on facade. CORRECTED 2026-08-27: earlier note on this row said ""interiors"" -- verified by visual inspection this is an EXTERIOR shot. [James Hulse Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1xp6v886,,true,true,true
snv000856,167,Government & Politics,P.100 — New WorkFlow (Pioche's grand courthouse),UNLV Special Collections,"Old Lincoln County Courthouse, Pioche, Nevada -- period caption ""Nevada's Famous $1,000,000.00 Court House,"" circa 1900-1925 [James Hulse Photograph Collection on Pioche, Nevada]",http://n2t.net/ark:/62930/d19p2wm23,,true,true,true
pho013129,168,Government & Politics,"P.101, P.104",UNLV Special Collections,"Photograph of governor's mansion, Carson City, Nevada, circa 1908-1909 [Elbert Edwards Photograph Collection (PH-00214)]",http://n2t.net/ark:/62930/d13r0pv96,,true,true,true
tey0054,169,Government & Politics,"P.101, P.156",Western Nevada Historic Photo Collection,"1911 Nevada Legislature -- labeled group photo naming Clay Tallman (Senate President Pro Tem 1909-1913), A.C. Frolich (Assembly Speaker 1911-1913), James G. Sweeney (Chief Justice), and senators from Washoe/Esmeralda/Nye/Ormsby/Lyon/Douglas counties. This is the legislature that passed the Las Vegas incorporation bill, March 1911. Source: Carson City: The Early Years (WNHPC).",https://wnhpc.com/details/tey0054,,true,,true
pcrd.1d03667,170,"Maps, Newspapers & Documents","P.101, P.156",Library of Congress,"State capitol - Carson City. Library of Congress Prints and Photographs Division, postcard collection. Digital ID: pcrd 1d03667",https://www.loc.gov/pictures/resource/pcrd.1d03667/,,true,true,
tey0087,171,Trains & Railroads — General,"P.101, P.156",Western Nevada Historic Photo Collection,"Carson Depot (V&T Railroad) -- the Carson City depot of the Virginia & Truckee Railroad, original size before a later expansion. Source: Carson City: The Early Years (WNHPC).",https://wnhpc.com/details/tey0087,,true,,true
tey0082,172,Government & Politics,"P.104, P.156 (loose)",Western Nevada Historic Photo Collection,"Suffrage -- Governor Emmett D. Boyle signs the resolution for ratification of the 19th Amendment, February 7, 1920. Also present: Mrs. Sadie D. Hurst (first female member of the Nevada Legislature) and Speaker of the Assembly D.J. Fitzgerald. Source: Carson City: The Early Years (WNHPC).",https://wnhpc.com/details/tey0082,"Suffragettes; Governor; Suffrage / 19th Amendment Signing; Governor Boyle; Carson City, NV",true,,true
pho013120,173,Uncategorized,P.104,UNLV Special Collections,"Photograph of Denver Dickerson, Nevada, circa 1908-1910 [Elbert Edwards Photograph Collection (PH-00214)]",http://n2t.net/ark:/62930/d18c9r58r,,true,true,true
pho014432,174,Urban & Street Scenes,P.104-108,UNLV Special Collections,"Photograph of a footrace, Las Vegas, Nevada, July 4, 1907 [Leon Rockwell Photograph Collection (PH-00008)]",http://n2t.net/ark:/62930/d1rv0d30m,,true,true,true
pho025998,175,Government & Politics,P.108-112,UNLV Special Collections,"Clark County Courthouse (temporary building, 1909)",https://special.library.unlv.edu/ark%3A/62930/d1bg2m77h,,,true,
pho019878,176,Urban & Street Scenes,P.108-112,UNLV Special Collections,"County commissioners (Harmon, Ronnow, others), ca. 1912-1914",https://special.library.unlv.edu/ark%3A/62930/d1513v09k,County Commissioners; Charles Ronnow; Harmon,true,true,
pho019880,177,People & Crowds,P.112-119,UNLV Special Collections,Caliente School (Ronnow children),https://special.library.unlv.edu/ark%3A/62930/d1wm13z3r,"Children; Schoolchildren; Charles Ronnow; Caliente, NV",true,true,
snv000187,178,Mining,"P.119, P.38-42",UNLV Special Collections,"Photograph of a power plant for a mill, Goldfield (Nev.), early 1900s [C. A. Earle Rinker Photograph Collection of Goldfield, Nevada (PH-00350)]",http://n2t.net/ark:/62930/d1j38kx6x,,true,true,true
pho025511,179,Urban & Street Scenes,"P.119, P.38-42",UNLV Special Collections,Charles Ronnow (Ed Clark's business partner),https://special.library.unlv.edu/ark%3A/62930/d1zw1900m,Ed Clark; Charles Ronnow,true,true,
2EJ3T8R,180,"Maps, Newspapers & Documents",P.124-128,Alamy,"Water supply system diagram/drawing, 1900s",https://www.alamy.com/vintage-plans-of-building-system-of-drainage-and-water-supply-essential-to-proper-sanitation-1900s-image406987191.html,,true,true,true
429744,181,"Maps, Newspapers & Documents",P.124-128,Utah Historical Society,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429744,Railroad Maps & Plans; Sewers; Water Supply,,true,
429746,182,"Maps, Newspapers & Documents",P.124-128,Utah Historical Society,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429746,Railroad Maps & Plans; Sewers; Water Supply,,true,
429753,183,"Maps, Newspapers & Documents",P.124-128,Utah Historical Society,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429753,Railroad Maps & Plans; Sewers; Water Supply,,true,
429758,184,"Maps, Newspapers & Documents",P.124-128,Utah Historical Society,Sewer/water supply plans,https://collections.lib.utah.edu/details?id=429758,Railroad Maps & Plans; Sewers; Water Supply,,true,
DPW-35,185,People & Crowds,P.124-128,San Francisco Public Library,"San Francisco sewers with construction workers, 1910",https://digitalsf.org/record/6559,"Workers; Construction Workers; Sewers; San Francisco, CA",true,true,true
2M2JKTF,186,Sanitation & Utilities,P.124-128,Alamy,"Culvert - Malden, Mass., 1904",https://www.alamy.com/distribution-department-spot-pond-brook-winter-street-culvert-northerly-end-malden-mass-apr-30-1904-waterworks-brooks-watershed-sanitary-improvement-image500740703.html,,true,true,true
2M2JKRR,187,Sanitation & Utilities,P.124-128,Alamy,"Culvert / drainage area - Melrose, Mass., 1904",https://www.alamy.com/distribution-department-spot-pond-brook-wyoming-avenue-culvert-westerly-end-melrose-mass-apr-30-1904-waterworks-brooks-watershed-sanitary-improvement-image500740683.html,,true,true,true
45,188,Sanitation & Utilities,P.124-128,Digital Commonwealth,Sewer construction,https://www.digitalcommonwealth.org/search/commonwealth:xw42p9010,Sewers; Sewer Construction,true,true,true
MDWSC_C_0071_0009_CE,189,Sanitation & Utilities,P.124-128,Massachusetts Archives / Digital Commonwealth,"Contract No. 71, WPA Sewer Construction, Holden, laying 8 in. vitrified clay pipe, looking northerly from Sta. 30+35, Holden Sewer, Holden, Mass., Dec. 5, 1939 [Metropolitan District Water Supply Commission, Quabbin Reservoir] -- period sewer-construction reference photo, not Nevada",https://www.digitalcommonwealth.org/search/commonwealth:5m60tx74j,Sewers; Sewer Construction,true,true,
DPW-46,190,Sanitation & Utilities,P.124-128,San Francisco Public Library,"San Francisco sewers, 1910, being built",https://digitalsf.org/record/6563,,true,true,true
AHAPZ202108000145,191,Sanitation & Utilities,P.124-128,Temple University Digital Collections,Sewer construction,https://digital.library.temple.edu/digital/collection/p245801coll13/id/4540,Sewers; Sewer Construction,,true,
hln000124,192,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Men laying sewer pipe, Boulder City, ca. 1931",https://special.library.unlv.edu/ark%3A/62930/d1p846v6x,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV",true,true,true
hln000338,193,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d16t0kw0p,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV",true,true,true
hln000340,194,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1zc7vt5h,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV",true,true,true
hln000313,195,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1fj2dc3h,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV",true,true,true
hln000423,196,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Men laying sewer pipe, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1nv9d94q,"Men; Sewers; Sewer Pipe; Men Laying Sewer Pipe; Boulder City, NV",true,true,true
pho005819,197,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Sewer construction, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1g15xg59,"Sewers; Sewer Construction; Boulder City, NV",true,true,true
Pho023137,198,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Sewer construction, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1qn5zh42,"Sewers; Sewer Construction; Boulder City, NV",true,true,true
pho023136,199,Sanitation & Utilities,P.124-128,UNLV Special Collections,"Sewer construction, Boulder City",https://special.library.unlv.edu/ark%3A/62930/d1vd6p97q,"Sewers; Sewer Construction; Boulder City, NV",true,true,true
2714859,200,Sanitation & Utilities,P.124-128,Utah Historical Society,"Corrugated pipe siphon, 1910",https://collections.lib.utah.edu/ark:/87278/s6zc6tmp,Corrugated Pipe Siphon,true,true,true
2669736,201,Sanitation & Utilities,P.124-128,Utah Historical Society,"Water supply in concrete reservoir, 1905",https://collections.lib.utah.edu/ark:/87278/s6afswsn,,,true,
2714874,202,Sanitation & Utilities,P.124-128,Utah Historical Society,"Water supply in concrete reservoir, with materials list",https://collections.lib.utah.edu/ark:/87278/s648tkc4,Water Tank / Reservoir; Water Supply; Concrete Reservoir,,true,
2714858,203,Trains & Railroads — Construction & Infrastructure,P.124-128,Utah Historical Society,Double coal house for company dwellings,https://collections.lib.utah.edu/ark:/87278/s6rby25h,Coal House,true,true,true
573,204,Trains & Railroads — General,P.124-128,Utah Historical Society,"Denver and Rio Grande Western RR, east-bound train #6 crossing Soldier Summit, 1910 (D&RGW R.R. P.7)",https://collections.lib.utah.edu/ark:/87278/s6pk1zvr,"Denver and Rio Grande Western RR, east-bound train #6, crossing the divide at Soldier Summit,",true,true,true
CH-00542,205,Events & Disasters,P.129-136,Nevada Historical Society,"Flood/washout, 1910 (cheat - Fallon flood 1907)",https://nevadahistory.pastperfectonline.com/photo/85F34D11-5B34-4A66-9A83-368651104515,Flood; Washout,,true,
hln000245,206,Events & Disasters,P.129-133,UNLV Special Collections,"Flooding in Carp, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d10r9q359,"Flood; Carp, NV; Carp; Ephemeral; Fences; Flooding; Floods; Mountain",true,true,
Hln000247,207,Events & Disasters,P.129-133,UNLV Special Collections,"Flood damage in Stine, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d1r788n8t,"Flood; Stine, NV",true,true,
hln000248,208,Events & Disasters,P.129-133,UNLV Special Collections,"Flood in Carp (WARNING: script wants 1909-10 flood, this resolves to 1905, verify) (1905)",https://special.library.unlv.edu/ark:/62930/d1mg7jv4p,Damage; Flood; Tracks; Rails; Stine Nevada,true,true,
NEEDS-ID-18,209,Events & Disasters,P.129-133,UNLV Special Collections (not digitized),"Flash flood in Stine, NV, 1905 - NOT DIGITIZED (some found digitized separately)",https://special.library.unlv.edu/node/85232,,,,
hln000264,210,Landscape & Terrain,P.129-133 (loose),UNLV Special Collections,"Flooding in desert, 1950s, windblown tree",https://special.library.unlv.edu/ark%3A/62930/d1jm26f7g,Flood; Desert; Trees,true,true,
pho031617,211,Ranching & Farming,P.129-133,UNLV Special Collections,Cracked mud from Meadow Valley Wash flood,https://special.library.unlv.edu/ark%3A/62930/d1cn6zb43,"Harvest; Farming; Bunkerville, NV",true,true,true
hln000246,212,Trains & Railroads — General,P.129-133,UNLV Special Collections,"Flood, damaged tracks in Stine, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d1w090g0m,"Railroad Tracks; Flood; Stine, NV",true,true,
NEEDS-ID-10,213,Trains & Railroads — General,P.129-136,Union Pacific Railroad Museum,"1938 flood, same location as earlier flood photos (tracks and mud)",https://unionpacific.canto.com/v/UnionPacificCollection/library?keyword=FLOOD,,,,
NC96_22_79_5,214,Urban & Street Scenes,P.136-142,University of Nevada Reno,"Reno, quiet residential street",https://unr.dgicloud.com/node/48971,"Street Scene; Residential Street; Reno, NV",,true,
campphotoscollection:5367,215,Urban & Street Scenes,P.136-142,University of Nevada Reno,Downtown Reno,https://unr.dgicloud.com/node/3206,,true,true,true
campphotoscollection:5365,216,Urban & Street Scenes,P.136-142,University of Nevada Reno,"Downtown Reno, a few people",https://unr.dgicloud.com/node/11156,,true,true,true
pho017802,217,People & Crowds,P.141,UNLV Special Collections,Cahlan family (1910),https://special.library.unlv.edu/ark:/62930/d1jd4ps8x,Families; Cahlan Family,true,true,true
pho017706,218,Events & Disasters,P.148-151,UNLV Special Collections,"Harvest at J.I. Earl farm, Bunkerville, NV, 1905",https://special.library.unlv.edu/ark%3A/62930/d1pk07521,"Flood; Meadow Valley Wash, NV",true,true,true
NEEDS-ID-21,219,People & Crowds,P.148-151,UNLV Special Collections (not digitized),"People at Old Ranch, 1911 - NOT DIGITIZED",https://special.library.unlv.edu/node/279355,,,,
NEEDS-ID-19,220,Ranching & Farming,P.148-151,UNLV Special Collections (not digitized),"Bordoli ranch, 1910 - NOT DIGITIZED",https://special.library.unlv.edu/node/50090,,,,
NEEDS-ID-20,221,Ranching & Farming,P.148-151,UNLV Special Collections (not digitized),"Man on a horse at Bill Morgan's Old Ranch, 1910 - NOT DIGITIZED",https://special.library.unlv.edu/node/279361,,,,
1a34194,222,Agriculture,P.151-152,Library of Congress,Crates of peaches,https://www.loc.gov/pictures/resource/fsac.1a34194/,,true,true,true
CHS-1130,223,Agriculture,P.151,USC Digital Library,"Picking strawberries in California, 1910 (Florence Boyer)",https://digitallibrary.usc.edu/CS.aspx?VP3=DamView&VBID=2A3BXZ64A78J3&PN=1&DocRID=2A3BF16BONA,Strawberry Picking; Florence Boyer,true,true,true
pho023728,224,Horses & Animals,P.151,UNLV Special Collections,"Country doctor in wagon, Nevada, 1880-1910",https://special.library.unlv.edu/ark%3A/62930/d1h41js9j,,true,true,true
pho014397,225,People & Crowds,P.151,UNLV Special Collections,"McGriff Ranch, early 1900s, man",https://special.library.unlv.edu/ark%3A/62930/d1901zj18,Men; Ranch; McGriff Family,true,true,true
pho004895,226,People & Crowds,P.151,UNLV Special Collections,"McGriff Ranch, early 1900s, people and house",https://special.library.unlv.edu/ark%3A/62930/d1wp9t64s,People; Ranch; McGriff Family,true,true,true
pho004794,227,Ranching & Farming,P.151,UNLV Special Collections,Greenhouse at McGriff Ranch,https://special.library.unlv.edu/ark%3A/62930/d1f47gt3x,Ranch; Greenhouse; McGriff Family,true,true,true
pho004793,228,Ranching & Farming,P.151,UNLV Special Collections,"Olive Lake at well on McGriff Ranch, Las Vegas",https://special.library.unlv.edu/ark%3A/62930/d1js9h75x,"Ranch; Well; Olive Lake; McGriff Family; Las Vegas, NV",true,true,true
NEEDS-ID-17,229,Ranching & Farming,P.151,UNLV Special Collections (not digitized),"Peach orchard, McGriff property, 1912 - NOT DIGITIZED",https://special.library.unlv.edu/node/751123,,,,
pho019885,230,Urban & Street Scenes,P.151,UNLV Special Collections,"Della McGriff with man on the ranch, 1910s",https://special.library.unlv.edu/ark%3A/62930/d17s7hx3c,Men; Ranch; Della McGriff; McGriff Family,true,,true
D99999_539,231,Government & Politics,Yes -- script row 155 area (Squires advocates for incorporation bill at Carson City),UNLV Special Collections,"Nevada State Capitol building in Carson City, Nevada: photographic print. On photograph printed ""John Nulty photography"", 1930-1970 [Walking Box Ranch Photograph Collection].",http://n2t.net/ark:/62930/d1j97k,,true,true,true
D99999_590,232,Urban & Street Scenes,Yes -- script row 155 area (Squires advocates for incorporation bill at Carson City),UNLV Special Collections,"Aerial view of the Nevada Capitol building: photographic print. Copyright stamp on back ""Photo by John Nulty"", 1930-1970 [Walking Box Ranch Photograph Collection].",http://n2t.net/ark:/62930/d1n103,,true,true,true
Pho016224,233,Horses & Animals,P.160,UNLV Special Collections,Mrs. Park on her porch with dog,https://special.library.unlv.edu/ark%3A/62930/d1445hg0v,Dogs; Park Family,true,,
1112,234,Commerce & Buildings,P.163-165,Found Image Press (Amazon),"Restaurant kitchen, for Overland Fire",https://www.amazon.com/dp/B0C2JFVWB4,Restaurant; Restaurant Kitchen; Fire,,,
Pho033937-014,235,People & Crowds,P.163-165,UNLV Special Collections,Smiling woman on a picnic,https://special.library.unlv.edu/ark%3A/62930/d1154hn5j,Women; Picnicking; Album; Park Families; Picnic; Woman; Smiling; Ice plant; Garden of the Gods,true,true,
pho017618,236,Urban & Street Scenes,P.163-165,UNLV Special Collections,Von Tobel and Beckley families picnicking,https://special.library.unlv.edu/ark%3A/62930/d1j960d4h,Families; Picnicking; Beckley Family; Von Tobel Family,true,true,
pho021802,237,Commerce & Buildings,"Rough Cut p.171-176 — New WorkFlow (Overland Hotel fire aftermath, people)",UNLV Special Collections,"Photograph of Overland Hotel after a fire, Las Vegas (Nev.), 1911 [Junior League of Las Vegas Photograph Collection]",http://n2t.net/ark:/62930/d1p84416b,,true,true,true
